Change_log	Original_gene_name	Original_transcript_ID	Original_transcript_name	Original_protein_accession	OGSv0_ID	MCOTv1.1	Dmel		
no change - only ID and name update	103519985	XM_008485078.1	XM_008485078.1	XP_008483300.1	Dcitr03483.1		FBpp0084115
no change - only ID and name update	103519984	XM_008485077.1	XM_008485077.1	XP_008483299.1	Dcitr03482.1	MCOT23011.1.CT	
no change - only ID and name update	103519983	XM_008485076.1	XM_008485076.1	XP_008483298.1	Dcitr03484.1	MCOT05787.0.CO	FBpp0085670
no change - only ID and name update	103519982	XM_008485074.1	XM_008485074.1	XP_008483296.1	Dcitr03485.1	MCOT00754.2.CT	
no change - only ID and name update	103519981	XM_008485073.1	XM_008485073.1	XP_008483295.1	Dcitr03486.1	MCOT03748.2.CC	FBpp0291643
no change - only ID and name update	103519980	XM_008485072.1	XM_008485072.1	XP_008483294.1	Dcitr03487.1	MCOT17832.1.CO	
no change - only ID and name update	103519975	XM_008485066.1	XM_008485066.1	XP_008483288.1	Dcitr03491.1	MCOT03873.0.CO	FBpp0303867
no change - only ID and name update	103519978	XM_008485071.1	XM_008485071.1	XP_008483293.1	Dcitr03490.1	MCOT09354.0.MT	
no change - only ID and name update	103519976	XM_008485067.1	XM_008485067.1	XP_008483289.1	Dcitr03489.1	MCOT09354.0.MT	
no change - only ID and name update	103519977	XM_008485068.1	XM_008485068.1	XP_008483290.1	Dcitr03488.2		
no change - only ID and name update	103519977	XM_008485069.1	XM_008485069.1	XP_008483291.1	Dcitr03488.3		FBpp0310003
no change - only ID and name update	103519977	XM_008485070.1	XM_008485070.1	XP_008483292.1	Dcitr03488.1		
no change - only ID and name update	103519974	XM_008485064.1	XM_008485064.1	XP_008483286.1	Dcitr03492.1	MCOT18748.3.CO	
no change - only ID and name update	103519973	XM_008485063.1	XM_008485063.1	XP_008483285.1	Dcitr03493.1		
no change - only ID and name update	103519971	XM_008485062.1	XM_008485062.1	XP_008483284.1	Dcitr03495.1	MCOT16689.0.CT	
no change - only ID and name update	103519970	XM_008485061.1	XM_008485061.1	XP_008483283.1	Dcitr03494.1	MCOT06062.0.CT	
no change - only ID and name update	103519967	XM_008485056.1	XM_008485056.1	XP_008483278.1	Dcitr03498.1	MCOT19144.0.CO	FBpp0086186
no change - only ID and name update	103519969	XM_008485060.1	XM_008485060.1	XP_008483282.1	Dcitr03497.1	MCOT19144.0.CO	
no change - only ID and name update	103519968	XM_008485059.1	XM_008485059.1	XP_008483281.1	Dcitr03496.3	MCOT15767.2.CC	FBpp0305348
no change - only ID and name update	103519968	XM_008485057.1	XM_008485057.1	XP_008483279.1	Dcitr03496.2	MCOT15767.2.CC	
no change - only ID and name update	103519968	XM_008485058.1	XM_008485058.1	XP_008483280.1	Dcitr03496.1	MCOT15767.2.CC	
no change - only ID and name update	103519966	XM_008485055.1	XM_008485055.1	XP_008483277.1	Dcitr03502.1		
no change - only ID and name update	103519965	XM_008485053.1	XM_008485053.1	XP_008483275.1	Dcitr03501.1		
no change - only ID and name update	103519963	XM_008485051.1	XM_008485051.1	XP_008483273.1	Dcitr03500.1	MCOT01364.2.CT	
no change - only ID and name update	103519964	XM_008485052.1	XM_008485052.1	XP_008483274.1	Dcitr03499.1		
no change - only ID and name update	103519960	XM_008485049.1	XM_008485049.1	XP_008483271.1	Dcitr03504.1		
no change - only ID and name update	103519961	XM_008485050.1	XM_008485050.1	XP_008483272.1	Dcitr03503.1	MCOT03954.1.CO	
no change - only ID and name update	103519959	XM_008485048.1	XM_008485048.1	XP_008483270.1	Dcitr03506.1		
no change - only ID and name update	103519958	XM_008485047.1	XM_008485047.1	XP_008483269.1	Dcitr03505.1	MCOT01504.2.CC	
no change - only ID and name update	103519957	XM_008485045.1	XM_008485045.1	XP_008483267.1	Dcitr03507.1	MCOT17643.0.CC	
no change - only ID and name update	103519956	XM_008485044.1	XM_008485044.1	XP_008483266.1	Dcitr03510.1		
no change - only ID and name update	103519955	XM_008485043.1	XM_008485043.1	XP_008483265.1	Dcitr03509.1	MCOT07796.0.MT	
no change - only ID and name update	103519953	XM_008485042.1	XM_008485042.1	XP_008483264.1	Dcitr03508.1	MCOT07796.0.MT	
no change - only ID and name update	103519952	XM_008485041.1	XM_008485041.1	XP_008483263.1	Dcitr03512.1	MCOT17846.1.CC	
no change - only ID and name update	103519951	XM_008485040.1	XM_008485040.1	XP_008483262.1	Dcitr03511.1		
no change - only ID and name update	103519950	XM_008485039.1	XM_008485039.1	XP_008483261.1	Dcitr03514.1	MCOT19410.4.CO	
no change - only ID and name update	103519949	XM_008485038.1	XM_008485038.1	XP_008483260.1	Dcitr03513.1	MCOT15940.0.CO	
no change - only ID and name update	103519948	XM_008485037.1	XM_008485037.1	XP_008483259.1	Dcitr03515.1	MCOT09646.0.MM	
no change - only ID and name update	103519946	XM_008485035.1	XM_008485035.1	XP_008483257.1	Dcitr03516.1		
no change - only ID and name update	103519945	XM_008485034.1	XM_008485034.1	XP_008483256.1	Dcitr03517.1	MCOT05253.0.CO	
no change - only ID and name update	103519943	XM_008485033.1	XM_008485033.1	XP_008483255.1	Dcitr03519.1	MCOT05500.1.CO	
no change - only ID and name update	103519942	XM_008485032.1	XM_008485032.1	XP_008483254.1	Dcitr03518.1	MCOT16241.1.CO	
no change - only ID and name update	103519941	XM_008485030.1	XM_008485030.1	XP_008483252.1	Dcitr03520.1	MCOT14535.0.CO	
no change - only ID and name update	103519939	XM_008485027.1	XM_008485027.1	XP_008483249.1	Dcitr03524.1	MCOT21175.2.CT	
no change - only ID and name update	103519938	XM_008485026.1	XM_008485026.1	XP_008483248.1	Dcitr03523.1		
no change - only ID and name update	103519937	XM_008485025.1	XM_008485025.1	XP_008483247.1	Dcitr03522.1	MCOT15903.1.CC	FBpp0077503
no change - only ID and name update	103519935	XM_008485024.1	XM_008485024.1	XP_008483246.1	Dcitr03526.1	MCOT20223.0.CO	
no change - only ID and name update	103519934	XM_008485023.1	XM_008485023.1	XP_008483245.1	Dcitr03525.1	MCOT20223.0.CO	
no change - only ID and name update	103519933	XM_008485022.1	XM_008485022.1	XP_008483244.1	Dcitr03528.1	MCOT05768.3.CC	
no change - only ID and name update	103519932	XM_008485020.1	XM_008485020.1	XP_008483242.1	Dcitr03527.1	MCOT05768.4.CT	FBpp0087607
no change - only ID and name update	103519932	XM_008485021.1	XM_008485021.1	XP_008483243.1	Dcitr03527.2	MCOT05768.4.CT	
no change - only ID and name update	103519931	XM_008485019.1	XM_008485019.1	XP_008483241.1	Dcitr03529.1		
no change - only ID and name update	103519930	XM_008485018.1	XM_008485018.1	XP_008483240.1	Dcitr03531.1		
no change - only ID and name update	103519929	XM_008485016.1	XM_008485016.1	XP_008483238.1	Dcitr03530.1	MCOT10789.0.MO	
no change - only ID and name update	103519928	XM_008485015.1	XM_008485015.1	XP_008483237.1	Dcitr03534.1	MCOT07720.0.MO	FBpp0074777
no change - only ID and name update	103519927	XM_008485014.1	XM_008485014.1	XP_008483236.1	Dcitr03533.1		
no change - only ID and name update	103519925	XM_008485013.1	XM_008485013.1	XP_008483235.1	Dcitr03532.1	MCOT22350.0.CT	
no change - only ID and name update	103519924	XM_008485012.1	XM_008485012.1	XP_008483234.1	Dcitr03537.1	MCOT20024.0.CC	
no change - only ID and name update	103519923	XM_008485011.1	XM_008485011.1	XP_008483233.1	Dcitr03536.1	MCOT04800.1.CO	
no change - only ID and name update	103519922	XM_008485010.1	XM_008485010.1	XP_008483232.1	Dcitr03535.1	MCOT14110.0.CO	FBpp0307273
no change - only ID and name update	103519921	XM_008485009.1	XM_008485009.1	XP_008483231.1	Dcitr03539.1		FBpp0072555
no change - only ID and name update	103519920	XM_008485008.1	XM_008485008.1	XP_008483230.1	Dcitr03538.1	MCOT10148.0.OO	
replaced by Apollo model: simple replacement	103519918	XM_008485005.1	XM_008485005.1	XP_008483227.1	Dcitr18854.1		
replaced by Apollo model: simple replacement	103519919	XM_008485007.1	XM_008485007.1	XP_008483229.1	Dcitr18853.1		FBpp0311710
no change - only ID and name update	103519916	XM_008485004.1	XM_008485004.1	XP_008483226.1	Dcitr03541.1		
no change - only ID and name update	103519915	XM_008485003.1	XM_008485003.1	XP_008483225.1	Dcitr03540.1	MCOT20668.0.CO	
no change - only ID and name update	103519912	XM_008485002.1	XM_008485002.1	XP_008483224.1	Dcitr03542.1		
no change - only ID and name update	103519911	XM_008485001.1	XM_008485001.1	XP_008483223.1	Dcitr03547.1	MCOT19114.1.CC	
no change - only ID and name update	103519910	XM_008485000.1	XM_008485000.1	XP_008483222.1	Dcitr03546.1		
no change - only ID and name update	103519908	XM_008484999.1	XM_008484999.1	XP_008483221.1	Dcitr03545.1	MCOT18578.0.CT	FBpp0074729
no change - only ID and name update	103519907	XM_008484997.1	XM_008484997.1	XP_008483219.1	Dcitr03544.1	MCOT18137.0.CC	FBpp0306261
no change - only ID and name update	103519906	XM_008484996.1	XM_008484996.1	XP_008483218.1	Dcitr03543.1	MCOT18578.0.CT	
no change - only ID and name update	103519905	XM_008484995.1	XM_008484995.1	XP_008483217.1	Dcitr03552.1	MCOT21711.0.CO	
no change - only ID and name update	103519904	XM_008484994.1	XM_008484994.1	XP_008483216.1	Dcitr03551.1	MCOT21711.0.CO	
no change - only ID and name update	103519901	XM_008484990.1	XM_008484990.1	XP_008483212.1	Dcitr03550.1	MCOT21448.1.CO	
no change - only ID and name update	103519903	XM_008484993.1	XM_008484993.1	XP_008483215.1	Dcitr03549.1	MCOT01296.1.CO	
no change - only ID and name update	103519902	XM_008484992.1	XM_008484992.1	XP_008483214.1	Dcitr03548.1	MCOT04172.1.CT	
no change - only ID and name update	103519900	XM_008484989.1	XM_008484989.1	XP_008483211.1	Dcitr03557.1	MCOT23134.3.CC	
no change - only ID and name update	103519896	XM_008484985.1	XM_008484985.1	XP_008483207.1	Dcitr03556.1	MCOT03366.0.CC	
no change - only ID and name update	103519899	XM_008484988.1	XM_008484988.1	XP_008483210.1	Dcitr03555.1	MCOT00445.0.CO	
no change - only ID and name update	103519898	XM_008484987.1	XM_008484987.1	XP_008483209.1	Dcitr03554.1	MCOT11301.0.MM	
no change - only ID and name update	103519897	XM_008484986.1	XM_008484986.1	XP_008483208.1	Dcitr03553.1		FBpp0311475
no change - only ID and name update	103519895	XM_008484983.1	XM_008484983.1	XP_008483205.1	Dcitr03558.1	MCOT21145.0.CT	
no change - only ID and name update	103519894	XM_008484982.1	XM_008484982.1	XP_008483204.1	Dcitr03559.1	MCOT12897.0.CO	
no change - only ID and name update	103519892	XM_008484981.1	XM_008484981.1	XP_008483203.1	Dcitr03562.1		FBpp0078731
no change - only ID and name update	103519890	XM_008484976.1	XM_008484976.1	XP_008483198.1	Dcitr03561.4	MCOT21990.1.CO	
no change - only ID and name update	103519890	XM_008484977.1	XM_008484977.1	XP_008483199.1	Dcitr03561.3	MCOT21990.1.CO	
no change - only ID and name update	103519890	XM_008484979.1	XM_008484979.1	XP_008483201.1	Dcitr03561.2	MCOT21990.1.CO	FBpp0074385
no change - only ID and name update	103519890	XM_008484978.1	XM_008484978.1	XP_008483200.1	Dcitr03561.1	MCOT21990.1.CO	
no change - only ID and name update	103519891	XM_008484980.1	XM_008484980.1	XP_008483202.1	Dcitr03560.1		
no change - only ID and name update	103519889	XM_008484974.1	XM_008484974.1	XP_008483196.1	Dcitr03565.1	MCOT18211.0.CT	
no change - only ID and name update	103519886	XM_008484972.1	XM_008484972.1	XP_008483194.1	Dcitr03564.2	MCOT22682.0.CO	
no change - only ID and name update	103519886	XM_008484971.1	XM_008484971.1	XP_008483193.1	Dcitr03564.1	MCOT22682.0.CO	
no change - only ID and name update	103519888	XM_008484973.1	XM_008484973.1	XP_008483195.1	Dcitr03563.1		
no change - only ID and name update	103519885	XM_008484970.1	XM_008484970.1	XP_008483192.1	Dcitr03566.1	MCOT22915.2.CC	
no change - only ID and name update	103519884	XM_008484969.1	XM_008484969.1	XP_008483191.1	Dcitr03567.1	MCOT22352.0.CT	
no change - only ID and name update	103519883	XM_008484968.1	XM_008484968.1	XP_008483190.1	Dcitr03575.1	MCOT19199.0.CO	
no change - only ID and name update	103519882	XM_008484967.1	XM_008484967.1	XP_008483189.1	Dcitr03574.1	MCOT01916.0.CO	
no change - only ID and name update	103519881	XM_008484966.1	XM_008484966.1	XP_008483188.1	Dcitr03573.1	MCOT08148.0.MM	
no change - only ID and name update	103519880	XM_008484965.1	XM_008484965.1	XP_008483187.1	Dcitr03572.1	MCOT10639.0.MT	
no change - only ID and name update	103519879	XM_008484963.1	XM_008484963.1	XP_008483185.1	Dcitr03571.1	MCOT19199.0.CO	
no change - only ID and name update	103519878	XM_008484962.1	XM_008484962.1	XP_008483184.1	Dcitr03570.1	MCOT01916.0.CO	
no change - only ID and name update	103519877	XM_008484961.1	XM_008484961.1	XP_008483183.1	Dcitr03569.1	MCOT08148.0.MM	
no change - only ID and name update	103519875	XM_008484960.1	XM_008484960.1	XP_008483182.1	Dcitr03568.1	MCOT10639.0.MT	
no change - only ID and name update	103519874	XM_008484959.1	XM_008484959.1	XP_008483181.1	Dcitr03578.1	MCOT15033.0.CO	
no change - only ID and name update	103519873	XM_008484958.1	XM_008484958.1	XP_008483180.1	Dcitr03577.1	MCOT19081.0.CO	
no change - only ID and name update	103519871	XM_008484957.1	XM_008484957.1	XP_008483179.1	Dcitr03576.1	MCOT09620.0.MT	
no change - only ID and name update	103519870	XM_008484956.1	XM_008484956.1	XP_008483178.1	Dcitr03579.1		
no change - only ID and name update	103519869	XM_008484955.1	XM_008484955.1	XP_008483177.1	Dcitr03580.1	MCOT22764.0.CC	
no change - only ID and name update	103519868	XM_008484953.1	XM_008484953.1	XP_008483175.1	Dcitr03581.1	MCOT19529.0.CO	FBpp0302796
no change - only ID and name update	103519867	XM_008484952.1	XM_008484952.1	XP_008483174.1	Dcitr03582.1	MCOT08176.0.MO	FBpp0307569
no change - only ID and name update	103519865	XM_008484951.1	XM_008484951.1	XP_008483173.1	Dcitr03584.1	MCOT13558.0.CC	
no change - only ID and name update	103519864	XM_008484950.1	XM_008484950.1	XP_008483172.1	Dcitr03583.1	MCOT11978.0.MM	
no change - only ID and name update	103519863	XM_008484949.1	XM_008484949.1	XP_008483171.1	Dcitr03585.1		
no change - only ID and name update	103519862	XM_008484948.1	XM_008484948.1	XP_008483170.1	Dcitr03588.1	MCOT05786.0.CT	
no change - only ID and name update	103519861	XM_008484947.1	XM_008484947.1	XP_008483169.1	Dcitr03587.1		
no change - only ID and name update	103519860	XM_008484945.1	XM_008484945.1	XP_008483167.1	Dcitr03586.1	MCOT05559.0.CT	
no change - only ID and name update	103519858	XM_008484944.1	XM_008484944.1	XP_008483166.1	Dcitr03589.1		
no change - only ID and name update	103519856	XM_008484943.1	XM_008484943.1	XP_008483165.1	Dcitr03591.1	MCOT01180.1.CC	
no change - only ID and name update	103519855	XM_008484942.1	XM_008484942.1	XP_008483164.1	Dcitr03590.1	MCOT05739.0.CC	
no change - only ID and name update	103519854	XM_008484941.1	XM_008484941.1	XP_008483163.1	Dcitr03593.1	MCOT22923.2.CO	
no change - only ID and name update	103519853	XM_008484940.1	XM_008484940.1	XP_008483162.1	Dcitr03592.1	MCOT22923.2.CO	
no change - only ID and name update	103519852	XM_008484939.1	XM_008484939.1	XP_008483161.1	Dcitr03594.1		
no change - only ID and name update	103519851	XM_008484938.1	XM_008484938.1	XP_008483160.1	Dcitr03595.1		
no change - only ID and name update	103519850	XM_008484937.1	XM_008484937.1	XP_008483159.1	Dcitr03597.1	MCOT17959.0.CT	
replaced by Apollo model: simple replacement	103519847	XM_008484934.1	XM_008484934.1	XP_008483156.1	Dcitr18855.1	MCOT11728.0.MM	
no change - only ID and name update	103519848	XM_008484935.1	XM_008484935.1	XP_008483157.1	Dcitr03596.1	MCOT08359.0.MM	FBpp0309076
no change - only ID and name update	103519846	XM_008484933.1	XM_008484933.1	XP_008483155.1	Dcitr03598.1	MCOT04969.0.CO	FBpp0297144
no change - only ID and name update	103519844	XM_008484932.1	XM_008484932.1	XP_008483154.1	Dcitr03599.1		FBpp0307568
no change - only ID and name update	103519843	XM_008484931.1	XM_008484931.1	XP_008483153.1	Dcitr03600.1	MCOT16538.0.CO	
no change - only ID and name update	103519842	XM_008484930.1	XM_008484930.1	XP_008483152.1	Dcitr03602.1		
no change - only ID and name update	103519841	XM_008484929.1	XM_008484929.1	XP_008483151.1	Dcitr03601.1	MCOT19351.2.CO	
no change - only ID and name update	103519840	XM_008484927.1	XM_008484927.1	XP_008483149.1	Dcitr03604.1	MCOT18101.1.CT	
no change - only ID and name update	103519839	XM_008484926.1	XM_008484926.1	XP_008483148.1	Dcitr03603.1	MCOT18101.1.CT	
no change - only ID and name update	103519837	XM_008484925.1	XM_008484925.1	XP_008483147.1	Dcitr03605.1	MCOT16389.0.CO	
no change - only ID and name update	103519836	XM_008484924.1	XM_008484924.1	XP_008483146.1	Dcitr03606.1		
no change - only ID and name update	103519834	XM_008484922.1	XM_008484922.1	XP_008483144.1	Dcitr03608.1	MCOT17457.1.CC	
no change - only ID and name update	103519835	XM_008484923.1	XM_008484923.1	XP_008483145.1	Dcitr03607.1	MCOT20759.1.CT	
no change - only ID and name update	103519830	XM_008484918.1	XM_008484918.1	XP_008483140.1	Dcitr03612.1	MCOT22021.2.CO	FBpp0289673
no change - only ID and name update	103519827	XM_008484916.1	XM_008484916.1	XP_008483138.1	Dcitr03611.2	MCOT14601.1.CC	
no change - only ID and name update	103519827	XM_008484915.1	XM_008484915.1	XP_008483137.1	Dcitr03611.1	MCOT14601.3.CC	
no change - only ID and name update	103519832	XM_008484921.1	XM_008484921.1	XP_008483143.1	Dcitr03610.1	MCOT21614.0.CT	
no change - only ID and name update	103519831	XM_008484920.1	XM_008484920.1	XP_008483142.1	Dcitr03609.1	MCOT14639.0.CO	
no change - only ID and name update	103519826	XM_008484914.1	XM_008484914.1	XP_008483136.1	Dcitr03614.1	MCOT09684.0.MM	FBpp0078388
no change - only ID and name update	103519825	XM_008484913.1	XM_008484913.1	XP_008483135.1	Dcitr03615.1	MCOT12315.0.CT	
no change - only ID and name update	103519824	XM_008484912.1	XM_008484912.1	XP_008483134.1	Dcitr03616.1	MCOT00221.0.CC	
no change - only ID and name update	103519823	XM_008484911.1	XM_008484911.1	XP_008483133.1	Dcitr03618.1		
no change - only ID and name update	103519822	XM_008484909.1	XM_008484909.1	XP_008483131.1	Dcitr03617.1		
no change - only ID and name update	103519819	XM_008484906.1	XM_008484906.1	XP_008483128.1	Dcitr03621.2	MCOT10738.0.MM	
no change - only ID and name update	103519819	XM_008484907.1	XM_008484907.1	XP_008483129.1	Dcitr03621.1	MCOT10738.0.MM	FBpp0300512
no change - only ID and name update	103519818	XM_008484905.1	XM_008484905.1	XP_008483127.1	Dcitr03620.1		
no change - only ID and name update	103519821	XM_008484908.1	XM_008484908.1	XP_008483130.1	Dcitr03619.1	MCOT13035.2.CC	
no change - only ID and name update	103519817	XM_008484904.1	XM_008484904.1	XP_008483126.1	Dcitr03623.1	MCOT13467.0.CO	
no change - only ID and name update	103519816	XM_008484903.1	XM_008484903.1	XP_008483125.1	Dcitr03622.1	MCOT04610.1.CC	FBpp0088471
no change - only ID and name update	103519815	XM_008484902.1	XM_008484902.1	XP_008483124.1	Dcitr03626.1	MCOT12225.0.CC	
no change - only ID and name update	103519814	XM_008484901.1	XM_008484901.1	XP_008483123.1	Dcitr03625.1	MCOT16819.0.CO	FBpp0073196
